path,oldUrl,targetUrl,oldStatus,targetStatus,finalUrl,classification,title,canonical,contentType,redirectChain,notes
/post/the-personal-belief-vs-ai-paradox,https://www.nexubis.io/post/the-personal-belief-vs-ai-paradox,https://nexubis.vercel.app/post/the-personal-belief-vs-ai-paradox,200,200,https://nexubis.vercel.app/post/the-personal-belief-vs-ai-paradox,SAME_PATH_200,Why Prompting Is the New Literacy (And What You're Getting Wrong About AI),https://www.nexubis.io/post/the-personal-belief-vs-ai-paradox,text/html; charset=utf-8,,
/post/the-power-of-linkedin,https://www.nexubis.io/post/the-power-of-linkedin,https://nexubis.vercel.app/post/the-power-of-linkedin,200,200,https://nexubis.vercel.app/post/the-power-of-linkedin,SAME_PATH_200,The Power of LinkedIn: How Showing Up Transforms Your Business,https://www.nexubis.io/post/the-power-of-linkedin,text/html; charset=utf-8,,
/post/the-process-or-people-problem,https://www.nexubis.io/post/the-process-or-people-problem,https://nexubis.vercel.app/post/the-process-or-people-problem,200,200,https://nexubis.vercel.app/post/the-process-or-people-problem,SAME_PATH_200,How to Fix Team Performance Issues: Process Problem or People Problem?,https://www.nexubis.io/post/the-process-or-people-problem,text/html; charset=utf-8,,
/post/the-secret-third-option,https://www.nexubis.io/post/the-secret-third-option,https://nexubis.vercel.app/post/the-secret-third-option,200,200,https://nexubis.vercel.app/post/the-secret-third-option,SAME_PATH_200,What to Do When Both Business Options Suck: How Top Founders Rethink Decisions,https://www.nexubis.io/post/the-secret-third-option,text/html; charset=utf-8,,
/post/the-tech-stack-we-actually-recommend,https://www.nexubis.io/post/the-tech-stack-we-actually-recommend,https://nexubis.vercel.app/post/the-tech-stack-we-actually-recommend,200,200,https://nexubis.vercel.app/post/the-tech-stack-we-actually-recommend,SAME_PATH_200,The Ultimate Startup Tech Stack: What to Use and What to Avoid in 2025,https://www.nexubis.io/post/the-tech-stack-we-actually-recommend,text/html; charset=utf-8,,
/post/the-walter-mitty-effect,https://www.nexubis.io/post/the-walter-mitty-effect,https://nexubis.vercel.app/post/the-walter-mitty-effect,200,200,https://nexubis.vercel.app/post/the-walter-mitty-effect,SAME_PATH_200,The Walter Mitty Effect,https://www.nexubis.io/post/the-walter-mitty-effect,text/html; charset=utf-8,,
/post/the-work-life-balance-lie,https://www.nexubis.io/post/the-work-life-balance-lie,https://nexubis.vercel.app/post/the-work-life-balance-lie,200,200,https://nexubis.vercel.app/post/the-work-life-balance-lie,SAME_PATH_200,The Myth of Balance: What No One Tells You About Building a Business,https://www.nexubis.io/post/the-work-life-balance-lie,text/html; charset=utf-8,,
/post/welcome-to-dreamlab,https://www.nexubis.io/post/welcome-to-dreamlab,https://nexubis.vercel.app/post/welcome-to-dreamlab,200,200,https://nexubis.vercel.app/post/welcome-to-dreamlab,SAME_PATH_200,"Welcome to Dreamlab: Real Insights from Nexubis on Building, AI & Startups",https://www.nexubis.io/post/welcome-to-dreamlab,text/html; charset=utf-8,,
/post/what-early-stage-founders-spend-way-too-much-time-on,https://www.nexubis.io/post/what-early-stage-founders-spend-way-too-much-time-on,https://nexubis.vercel.app/post/what-early-stage-founders-spend-way-too-much-time-on,200,200,https://nexubis.vercel.app/post/what-early-stage-founders-spend-way-too-much-time-on,SAME_PATH_200,Stop Wasting Time: Common Mistakes Early-Stage Founders Make,https://www.nexubis.io/post/what-early-stage-founders-spend-way-too-much-time-on,text/html; charset=utf-8,,
/post/when-branding-does-and-doesnt-matter,https://www.nexubis.io/post/when-branding-does-and-doesnt-matter,https://nexubis.vercel.app/post/when-branding-does-and-doesnt-matter,200,200,https://nexubis.vercel.app/post/when-branding-does-and-doesnt-matter,SAME_PATH_200,Branding vs Visual Identity: Why Most Startups Get It Wrong,https://www.nexubis.io/post/when-branding-does-and-doesnt-matter,text/html; charset=utf-8,,
/post/your-perception-is-your-reality,https://www.nexubis.io/post/your-perception-is-your-reality,https://nexubis.vercel.app/post/your-perception-is-your-reality,200,200,https://nexubis.vercel.app/post/your-perception-is-your-reality,SAME_PATH_200,Why Assumptions Kill Good Design (And What to Do Instead),https://www.nexubis.io/post/your-perception-is-your-reality,text/html; charset=utf-8,,
/post/youre-not-ready-for-whats-coming,https://www.nexubis.io/post/youre-not-ready-for-whats-coming,https://nexubis.vercel.app/post/youre-not-ready-for-whats-coming,200,200,https://nexubis.vercel.app/post/youre-not-ready-for-whats-coming,SAME_PATH_200,AI Workflow Automation Is Here: Why Your Tech Stack Won’t Survive 2025,https://www.nexubis.io/post/youre-not-ready-for-whats-coming,text/html; charset=utf-8,,
/scorecard,https://www.nexubis.io/scorecard,https://nexubis.vercel.app/scorecard,404,200,https://nexubis.vercel.app/scorecard,SAME_PATH_200,The Industrial Brand Credibility Scorecard | Nexubis,,text/html; charset=utf-8,,
/work,https://www.nexubis.io/work,https://nexubis.vercel.app/work,200,200,https://nexubis.vercel.app/work,SAME_PATH_200,Work,https://www.nexubis.io/work,text/html; charset=utf-8,,
/work/altify,https://www.nexubis.io/work/altify,https://nexubis.vercel.app/work/altify,200,200,https://nexubis.vercel.app/work/altify,SAME_PATH_200,Altify Merger Relaunch | Nexubis,https://www.nexubis.io/work/altify,text/html; charset=utf-8,,
/work/circuit,https://www.nexubis.io/work/circuit,https://nexubis.vercel.app/work/circuit,200,200,https://nexubis.vercel.app/work/circuit,SAME_PATH_200,Circuit Rebrand and Website launch | Nexubis,https://www.nexubis.io/work/circuit,text/html; charset=utf-8,,
/work/oxipack,https://www.nexubis.io/work/oxipack,https://nexubis.vercel.app/work/oxipack,200,200,https://nexubis.vercel.app/work/oxipack,SAME_PATH_200,Oxipack Website Redesign and Rebuild | Nexubis,https://www.nexubis.io/work/oxipack,text/html; charset=utf-8,,
/work/sataya,https://www.nexubis.io/work/sataya,https://nexubis.vercel.app/work/sataya,404,404,https://nexubis.vercel.app/work/sataya,EXPECTED_INTENTIONAL_404,Nexubis | Your in-house creative team,,text/html; charset=utf-8,,
