path,oldUrl,sourceEvidence,contentType,publishedStatus,oldResponseStatus,oldPageTitle,expectedRebuiltRoute,notes,captureTimestamp
/post/what-early-stage-founders-spend-way-too-much-time-on,https://www.nexubis.io/post/what-early-stage-founders-spend-way-too-much-time-on,live Webflow sitemap; raw Webflow Blog CMS export; final Blog/Sanity manifest,blog_post,published,200,Stop Wasting Time: Common Mistakes Early-Stage Founders Make,https://nexubis.vercel.app/post/what-early-stage-founders-spend-way-too-much-time-on,,2026-07-29T20:51:21.023Z
/post/when-branding-does-and-doesnt-matter,https://www.nexubis.io/post/when-branding-does-and-doesnt-matter,live Webflow sitemap; raw Webflow Blog CMS export; final Blog/Sanity manifest,blog_post,published,200,Branding vs Visual Identity: Why Most Startups Get It Wrong,https://nexubis.vercel.app/post/when-branding-does-and-doesnt-matter,,2026-07-29T20:51:21.023Z
/post/your-perception-is-your-reality,https://www.nexubis.io/post/your-perception-is-your-reality,live Webflow sitemap; raw Webflow Blog CMS export; final Blog/Sanity manifest,blog_post,published,200,Why Assumptions Kill Good Design (And What to Do Instead),https://nexubis.vercel.app/post/your-perception-is-your-reality,,2026-07-29T20:51:21.023Z
/post/youre-not-ready-for-whats-coming,https://www.nexubis.io/post/youre-not-ready-for-whats-coming,live Webflow sitemap; raw Webflow Blog CMS export; final Blog/Sanity manifest,blog_post,published,200,AI Workflow Automation Is Here: Why Your Tech Stack Won’t Survive 2025,https://nexubis.vercel.app/post/youre-not-ready-for-whats-coming,,2026-07-29T20:51:21.023Z
/scorecard,https://www.nexubis.io/scorecard,static route inventory,static_page,published,404,Not Found,https://nexubis.vercel.app/scorecard,,2026-07-29T20:51:21.023Z
/work,https://www.nexubis.io/work,static route inventory; webflow-export/work.html; live Webflow sitemap,static_page,published,200,Work,https://nexubis.vercel.app/work,,2026-07-29T20:51:21.023Z
/work/altify,https://www.nexubis.io/work/altify,static route inventory; live Webflow sitemap,static_page,published,200,Altify Merger Relaunch | Nexubis,https://nexubis.vercel.app/work/altify,,2026-07-29T20:51:21.023Z
/work/circuit,https://www.nexubis.io/work/circuit,static route inventory; live Webflow sitemap,static_page,published,200,Circuit Rebrand and  Website launch | Nexubis,https://nexubis.vercel.app/work/circuit,,2026-07-29T20:51:21.023Z
/work/oxipack,https://www.nexubis.io/work/oxipack,static route inventory; live Webflow sitemap,static_page,published,200,Oxipack Website Redesign and Rebuild | Nexubis,https://nexubis.vercel.app/work/oxipack,,2026-07-29T20:51:21.023Z
/work/sataya,https://www.nexubis.io/work/sataya,known intentional external-only former/non-route check,intentional_404,not_internal,404,Not Found,https://nexubis.vercel.app/work/sataya,Sataya remains external at https://sataya.io/,2026-07-29T20:51:21.023Z
